name;region;population;lat;lon
станица Обливская;Ростовская область;9235;48.5360518;42.5015691
станица Зольская;Ставропольский край;9227;43.904656;43.2977021
пгт Пышма;Свердловская область;9224;56.9534365;63.2470156
посёлок Молодежный;Иркутская область;9219;52.2325907;104.4177131
село Аскарово;Республика Башкортостан;9208;53.3363602;58.5114719
село Чечен-Аул;Чеченская Республика;9208;43.2001743;45.7874557
деревня Марусино;Московская область;9206;55.694327;37.974823
пгт Красная Поляна;Краснодарский край;9205;43.6803948;40.2073735
пгт Ардатов;Нижегородская область;9188;55.2383387;43.0971545
село Кагальник;Ростовская область;9177;47.0842152;39.3268675
станица Советская;Ставропольский край;9160;44.0273091;44.0434398
село Параул;Республика Дагестан;9151;42.7404227;47.352995
посёлок Ромоданово;Республика Мордовия;9139;54.4140302;45.3498938
пгт Новая Игирма рп;Иркутская область;9137;57.1408846;103.9209383
рп Октябрьский;Архангельская область;9137;61.0893661;43.1725308
пгт Базарный Карабулак рп;Саратовская область;9134;52.2798377;46.4083978
г. Луза;Кировская область;9122;60.6291221;47.2612708
станица Романовская;Ростовская область;9121;47.541349;42.0222215
пгт Новоаганск;Ханты-Мансийский автономный округ — Югра;9116;61.9457318;76.6675
пгт Кормиловка рп;Омская область;9108;55.0028653;74.1003175
село Омутинское;Тюменская область;9101;56.4756905;67.6647231
рп Плесецк;Архангельская область;9097;62.7093068;40.2851917
село Мраково;Республика Башкортостан;9092;52.7173175;56.6231994
г. Лаишево;Республика Татарстан;9076;55.4044003;49.5499442
село Сергиевск;Самарская область;9070;53.9414844;51.1665832
г. Алупка;Республика Крым;9063;44.4164386;34.0445741
пгт Новониколаевский рп;Волгоградская область;9059;50.9740307;42.3667672
село Верхнее Казанище;Республика Дагестан;9048;42.7341268;47.1365899
пгт Пролетарский;Белгородская область;9040;50.7912455;35.7693787
пгт Луховка;Республика Мордовия;9036;54.1477603;45.2522724
пгт Октябрьский;Пермский край;9036;56.5151623;57.2048485
станица Григорополисская;Ставропольский край;9026;45.3019466;41.0554241
пгт Вахруши;Кировская область;9024;58.6845785;50.0264896
г. Теберда;Карачаево-Черкесская Республика;9020;43.443861;41.7413622
г. Кола;Мурманская область;9016;68.8786363;33.0262181
рп Лиман рп;Астраханская область;9014;45.7818947;47.2238153
село Троицкое;Алтайский край;9006;52.9821368;84.6782565
г. Перевоз;Нижегородская область;8999;55.5969416;44.5449538
