name;region;population;lat;lon
г. Печора;Республика Коми;35254;65.1486942;57.2239645
г. Богородск;Нижегородская область;35068;56.1020008;43.5135913
г. Миллерово;Ростовская область;34841;48.9259954;40.3982659
г. Азнакаево;Республика Татарстан;34750;54.8597519;53.0744925
г. Сокол;Вологодская область;34742;59.4757853;40.1114848
деревня Ватутинки;Москва;34697;55.4942411;37.3288668
г. Сланцы;Ленинградская область;34628;59.1177053;28.0882334
г. Коряжма;Архангельская область;34523;61.2886248;47.1002365
г. Тайшет;Иркутская область;34491;55.9405482;98.0030449
г. Ликино-Дулёво;Московская область;34191;55.7077293;38.9577959
г. Тосно;Ленинградская область;34066;59.540686;30.8777641
г. Мирный;Республика Саха (Якутия);34045;62.5362564;113.9667642
г. Новокубанск;Краснодарский край;34000;45.1036986;41.0475442
г. Нурлат;Республика Татарстан;33990;54.4281036;50.8049432
г. Шарыпово;Красноярский край;33961;55.5391274;89.1801041
г. Корсаков;Сахалинская область;33950;46.6324255;142.7994957
г. Можайск;Московская область;33880;55.5069403;36.0239829
г. Партизанск;Приморский край;33832;43.1504279;133.1666126
г. Дальнегорск;Приморский край;33655;44.5541197;135.566156
г. Конаково;Тверская область;33560;56.7275398;36.801348
г. Каменка;Пензенская область;33491;53.1855489;44.0468101
г. Гулькевичи;Краснодарский край;33357;45.3605339;40.6918433
г. Новодвинск;Архангельская область;33294;64.4136473;40.8206783
г. Гай;Оренбургская область;33280;51.4650759;58.4436431
г. Губкинский;Ямало-Ненецкий автономный округ;33273;64.4456403;76.4713798
деревня Рассказовка;Москва;33259;55.6317853;37.3132339
г. Нарткала;Кабардино-Балкарская Республика;33203;43.5578132;43.8576082
г. Зеленокумск;Ставропольский край;33187;44.4032361;43.8841172
пгт Приволжский рп;Саратовская область;33096;51.4109503;46.0481131
г. Валуйки;Белгородская область;33032;50.211172;38.0999436
г. Чернушка;Пермский край;32991;56.515934;56.0764463
г. Тавда;Свердловская область;32749;58.0434995;65.274369
г. Сухой Лог;Свердловская область;32748;56.9074957;62.0357985
г. Углич;Ярославская область;32719;57.522461;38.3018763
г. Трехгорный;Челябинская область;32463;54.8177944;58.4463721
г. Камень-на-Оби;Алтайский край;32385;53.7914749;81.3545962
г. Алатырь;Чувашская Республика;32265;54.8372699;46.5339898
г. Кулебаки;Нижегородская область;32184;55.4296716;42.5124575
г. Усинск;Республика Коми;32182;65.9940586;57.5569288
г. Острогожск;Воронежская область;31699;50.867943;39.0406177
станица Новотитаровская;Краснодарский край;31520;45.2376345;38.9765189
г. Дагестанские Огни;Республика Дагестан;31412;42.1152854;48.193977
г. Алушта;Республика Крым;31364;44.6763996;34.4100439
г. Тейково;Ивановская область;31305;56.8542792;40.5353799
г. Дюртюли;Республика Башкортостан;31185;55.4848147;54.8524883
село Иглино;Республика Башкортостан;31169;54.834468;56.416165
г. Советский;Ханты-Мансийский автономный округ — Югра;31138;61.3707009;63.5667177
г. Усть-Джегута;Карачаево-Черкесская Республика;31137;44.0838556;41.9710356
г. Приморско-Ахтарск;Краснодарский край;31087;46.0515858;38.1704382
Фактория;Архангельская область;31008;64.53939;40.5170011
г. Кохма;Ивановская область;30940;56.9325054;41.0931324
г. Благодарный;Ставропольский край;30827;45.098943;43.4306154
село Ачхой-Мартан;Чеченская Республика;30739;43.1872011;45.2863481
г. Дедовск;Московская область;30731;55.8704582;37.124447
г. Вичуга;Ивановская область;30694;57.2044884;41.9131422
